location,Mname,date
OWID_WLS,Oxford/AstraZeneca,2021/2/16
OWID_WLS,Pfizer/BioNTech,2021/2/16
OWID_WLS,Oxford/AstraZeneca,2021/2/17
OWID_WLS,Pfizer/BioNTech,2021/2/17
OWID_WLS,Oxford/AstraZeneca,2021/2/18
OWID_WLS,Pfizer/BioNTech,2021/2/18
OWID_WLS,Oxford/AstraZeneca,2021/2/19
OWID_WLS,Pfizer/BioNTech,2021/2/19
OWID_WLS,Oxford/AstraZeneca,2021/2/20
OWID_WLS,Pfizer/BioNTech,2021/2/20
OWID_WLS,Oxford/AstraZeneca,2021/2/21
OWID_WLS,Pfizer/BioNTech,2021/2/21
OWID_WLS,Oxford/AstraZeneca,2021/2/22
OWID_WLS,Pfizer/BioNTech,2021/2/22
OWID_WLS,Oxford/AstraZeneca,2021/2/23
OWID_WLS,Pfizer/BioNTech,2021/2/23
OWID_WLS,Oxford/AstraZeneca,2021/2/24
OWID_WLS,Pfizer/BioNTech,2021/2/24
OWID_WLS,Oxford/AstraZeneca,2021/2/25
OWID_WLS,Pfizer/BioNTech,2021/2/25
OWID_WLS,Oxford/AstraZeneca,2021/2/26
OWID_WLS,Pfizer/BioNTech,2021/2/26
OWID_WLS,Oxford/AstraZeneca,2021/2/27
OWID_WLS,Pfizer/BioNTech,2021/2/27
OWID_WLS,Oxford/AstraZeneca,2021/2/28
OWID_WLS,Pfizer/BioNTech,2021/2/28
OWID_WLS,Oxford/AstraZeneca,2021/3/1
OWID_WLS,Pfizer/BioNTech,2021/3/1
OWID_WLS,Oxford/AstraZeneca,2021/3/2
OWID_WLS,Pfizer/BioNTech,2021/3/2
OWID_WLS,Oxford/AstraZeneca,2021/3/3
OWID_WLS,Pfizer/BioNTech,2021/3/3
OWID_WLS,Oxford/AstraZeneca,2021/3/4
OWID_WLS,Pfizer/BioNTech,2021/3/4
OWID_WLS,Oxford/AstraZeneca,2021/3/5
OWID_WLS,Pfizer/BioNTech,2021/3/5
OWID_WLS,Oxford/AstraZeneca,2021/3/6
OWID_WLS,Pfizer/BioNTech,2021/3/6
OWID_WLS,Oxford/AstraZeneca,2021/3/7
OWID_WLS,Pfizer/BioNTech,2021/3/7
OWID_WLS,Oxford/AstraZeneca,2021/3/8
OWID_WLS,Pfizer/BioNTech,2021/3/8
OWID_WLS,Oxford/AstraZeneca,2021/3/9
OWID_WLS,Pfizer/BioNTech,2021/3/9
OWID_WLS,Oxford/AstraZeneca,2021/3/10
OWID_WLS,Pfizer/BioNTech,2021/3/10
OWID_WLS,Oxford/AstraZeneca,2021/3/11
OWID_WLS,Pfizer/BioNTech,2021/3/11
OWID_WLS,Oxford/AstraZeneca,2021/3/12
OWID_WLS,Pfizer/BioNTech,2021/3/12
OWID_WLS,Oxford/AstraZeneca,2021/3/13
OWID_WLS,Pfizer/BioNTech,2021/3/13
OWID_WLS,Oxford/AstraZeneca,2021/3/14
OWID_WLS,Pfizer/BioNTech,2021/3/14
OWID_WLS,Oxford/AstraZeneca,2021/3/15
OWID_WLS,Pfizer/BioNTech,2021/3/15
OWID_WLS,Oxford/AstraZeneca,2021/3/16
OWID_WLS,Pfizer/BioNTech,2021/3/16
OWID_WLS,Oxford/AstraZeneca,2021/3/17
OWID_WLS,Pfizer/BioNTech,2021/3/17
OWID_WLS,Oxford/AstraZeneca,2021/3/18
OWID_WLS,Pfizer/BioNTech,2021/3/18
OWID_WLS,Oxford/AstraZeneca,2021/3/19
OWID_WLS,Pfizer/BioNTech,2021/3/19
OWID_WLS,Oxford/AstraZeneca,2021/3/20
OWID_WLS,Pfizer/BioNTech,2021/3/20
OWID_WLS,Oxford/AstraZeneca,2021/3/21
OWID_WLS,Pfizer/BioNTech,2021/3/21
OWID_WLS,Oxford/AstraZeneca,2021/3/22
OWID_WLS,Pfizer/BioNTech,2021/3/22
OWID_WLS,Oxford/AstraZeneca,2021/3/23
OWID_WLS,Pfizer/BioNTech,2021/3/23
OWID_WLS,Oxford/AstraZeneca,2021/3/24
OWID_WLS,Pfizer/BioNTech,2021/3/24
OWID_WLS,Oxford/AstraZeneca,2021/3/25
OWID_WLS,Pfizer/BioNTech,2021/3/25
OWID_WLS,Oxford/AstraZeneca,2021/3/26
OWID_WLS,Pfizer/BioNTech,2021/3/26
OWID_WLS,Oxford/AstraZeneca,2021/3/27
OWID_WLS,Pfizer/BioNTech,2021/3/27
OWID_WLS,Oxford/AstraZeneca,2021/3/28
OWID_WLS,Pfizer/BioNTech,2021/3/28
OWID_WLS,Oxford/AstraZeneca,2021/3/29
OWID_WLS,Pfizer/BioNTech,2021/3/29
OWID_WLS,Oxford/AstraZeneca,2021/3/30
OWID_WLS,Pfizer/BioNTech,2021/3/30
OWID_WLS,Oxford/AstraZeneca,2021/3/31
OWID_WLS,Pfizer/BioNTech,2021/3/31
OWID_WLS,Oxford/AstraZeneca,2021/4/1
OWID_WLS,Pfizer/BioNTech,2021/4/1
OWID_WLS,Oxford/AstraZeneca,2021/4/2
OWID_WLS,Pfizer/BioNTech,2021/4/2
OWID_WLS,Oxford/AstraZeneca,2021/4/3
OWID_WLS,Pfizer/BioNTech,2021/4/3
OWID_WLS,Oxford/AstraZeneca,2021/4/4
OWID_WLS,Pfizer/BioNTech,2021/4/4
OWID_WLS,Oxford/AstraZeneca,2021/4/5
OWID_WLS,Pfizer/BioNTech,2021/4/5
OWID_WLS,Oxford/AstraZeneca,2021/4/6
OWID_WLS,Pfizer/BioNTech,2021/4/6
OWID_WLS,Moderna,2021/4/7
OWID_WLS,Oxford/AstraZeneca,2021/4/7
OWID_WLS,Pfizer/BioNTech,2021/4/7
OWID_WLS,Moderna,2021/4/8
OWID_WLS,Oxford/AstraZeneca,2021/4/8
OWID_WLS,Pfizer/BioNTech,2021/4/8
OWID_WLS,Moderna,2021/4/9
OWID_WLS,Oxford/AstraZeneca,2021/4/9
OWID_WLS,Pfizer/BioNTech,2021/4/9
OWID_WLS,Moderna,2021/4/10
OWID_WLS,Oxford/AstraZeneca,2021/4/10
OWID_WLS,Pfizer/BioNTech,2021/4/10
OWID_WLS,Moderna,2021/4/11
OWID_WLS,Oxford/AstraZeneca,2021/4/11
OWID_WLS,Pfizer/BioNTech,2021/4/11
OWID_WLS,Moderna,2021/4/12
OWID_WLS,Oxford/AstraZeneca,2021/4/12
OWID_WLS,Pfizer/BioNTech,2021/4/12
OWID_WLS,Moderna,2021/4/13
OWID_WLS,Oxford/AstraZeneca,2021/4/13
OWID_WLS,Pfizer/BioNTech,2021/4/13
OWID_WLS,Moderna,2021/4/14
OWID_WLS,Oxford/AstraZeneca,2021/4/14
OWID_WLS,Pfizer/BioNTech,2021/4/14
OWID_WLS,Moderna,2021/4/15
OWID_WLS,Oxford/AstraZeneca,2021/4/15
OWID_WLS,Pfizer/BioNTech,2021/4/15
OWID_WLS,Moderna,2021/4/16
OWID_WLS,Oxford/AstraZeneca,2021/4/16
OWID_WLS,Pfizer/BioNTech,2021/4/16
OWID_WLS,Moderna,2021/4/17
OWID_WLS,Oxford/AstraZeneca,2021/4/17
OWID_WLS,Pfizer/BioNTech,2021/4/17
OWID_WLS,Moderna,2021/4/18
OWID_WLS,Oxford/AstraZeneca,2021/4/18
OWID_WLS,Pfizer/BioNTech,2021/4/18
OWID_WLS,Moderna,2021/4/19
OWID_WLS,Oxford/AstraZeneca,2021/4/19
OWID_WLS,Pfizer/BioNTech,2021/4/19
OWID_WLS,Moderna,2021/4/20
OWID_WLS,Oxford/AstraZeneca,2021/4/20
OWID_WLS,Pfizer/BioNTech,2021/4/20
OWID_WLS,Moderna,2021/4/21
OWID_WLS,Oxford/AstraZeneca,2021/4/21
OWID_WLS,Pfizer/BioNTech,2021/4/21
OWID_WLS,Moderna,2021/4/22
OWID_WLS,Oxford/AstraZeneca,2021/4/22
OWID_WLS,Pfizer/BioNTech,2021/4/22
OWID_WLS,Moderna,2021/4/23
OWID_WLS,Oxford/AstraZeneca,2021/4/23
OWID_WLS,Pfizer/BioNTech,2021/4/23
OWID_WLS,Moderna,2021/4/24
OWID_WLS,Oxford/AstraZeneca,2021/4/24
OWID_WLS,Pfizer/BioNTech,2021/4/24
OWID_WLS,Moderna,2021/4/25
OWID_WLS,Oxford/AstraZeneca,2021/4/25
OWID_WLS,Pfizer/BioNTech,2021/4/25
OWID_WLS,Moderna,2021/4/26
OWID_WLS,Oxford/AstraZeneca,2021/4/26
OWID_WLS,Pfizer/BioNTech,2021/4/26
OWID_WLS,Moderna,2021/4/27
OWID_WLS,Oxford/AstraZeneca,2021/4/27
OWID_WLS,Pfizer/BioNTech,2021/4/27
OWID_WLS,Moderna,2021/4/28
OWID_WLS,Oxford/AstraZeneca,2021/4/28
OWID_WLS,Pfizer/BioNTech,2021/4/28
OWID_WLS,Moderna,2021/4/29
OWID_WLS,Oxford/AstraZeneca,2021/4/29
OWID_WLS,Pfizer/BioNTech,2021/4/29
OWID_WLS,Moderna,2021/4/30
OWID_WLS,Oxford/AstraZeneca,2021/4/30
OWID_WLS,Pfizer/BioNTech,2021/4/30
OWID_WLS,Moderna,2021/5/1
OWID_WLS,Oxford/AstraZeneca,2021/5/1
OWID_WLS,Pfizer/BioNTech,2021/5/1
OWID_WLS,Moderna,2021/5/2
OWID_WLS,Oxford/AstraZeneca,2021/5/2
OWID_WLS,Pfizer/BioNTech,2021/5/2
OWID_WLS,Moderna,2021/5/3
OWID_WLS,Oxford/AstraZeneca,2021/5/3
OWID_WLS,Pfizer/BioNTech,2021/5/3
OWID_WLS,Moderna,2021/5/4
OWID_WLS,Oxford/AstraZeneca,2021/5/4
OWID_WLS,Pfizer/BioNTech,2021/5/4
OWID_WLS,Moderna,2021/5/5
OWID_WLS,Oxford/AstraZeneca,2021/5/5
OWID_WLS,Pfizer/BioNTech,2021/5/5
OWID_WLS,Moderna,2021/5/6
OWID_WLS,Oxford/AstraZeneca,2021/5/6
OWID_WLS,Pfizer/BioNTech,2021/5/6
OWID_WLS,Moderna,2021/5/7
OWID_WLS,Oxford/AstraZeneca,2021/5/7
OWID_WLS,Pfizer/BioNTech,2021/5/7
OWID_WLS,Moderna,2021/5/8
OWID_WLS,Oxford/AstraZeneca,2021/5/8
OWID_WLS,Pfizer/BioNTech,2021/5/8
OWID_WLS,Moderna,2021/5/9
OWID_WLS,Oxford/AstraZeneca,2021/5/9
OWID_WLS,Pfizer/BioNTech,2021/5/9
OWID_WLS,Moderna,2021/5/10
OWID_WLS,Oxford/AstraZeneca,2021/5/10
OWID_WLS,Pfizer/BioNTech,2021/5/10
OWID_WLS,Moderna,2021/5/11
OWID_WLS,Oxford/AstraZeneca,2021/5/11
OWID_WLS,Pfizer/BioNTech,2021/5/11
OWID_WLS,Moderna,2021/5/12
OWID_WLS,Oxford/AstraZeneca,2021/5/12
OWID_WLS,Pfizer/BioNTech,2021/5/12
OWID_WLS,Moderna,2021/5/13
OWID_WLS,Oxford/AstraZeneca,2021/5/13
OWID_WLS,Pfizer/BioNTech,2021/5/13
OWID_WLS,Moderna,2021/5/14
OWID_WLS,Oxford/AstraZeneca,2021/5/14
OWID_WLS,Pfizer/BioNTech,2021/5/14
OWID_WLS,Moderna,2021/5/15
OWID_WLS,Oxford/AstraZeneca,2021/5/15
OWID_WLS,Pfizer/BioNTech,2021/5/15
OWID_WLS,Moderna,2021/5/16
OWID_WLS,Oxford/AstraZeneca,2021/5/16
OWID_WLS,Pfizer/BioNTech,2021/5/16
OWID_WLS,Moderna,2021/5/17
OWID_WLS,Oxford/AstraZeneca,2021/5/17
OWID_WLS,Pfizer/BioNTech,2021/5/17
OWID_WLS,Moderna,2021/5/18
OWID_WLS,Oxford/AstraZeneca,2021/5/18
OWID_WLS,Pfizer/BioNTech,2021/5/18
OWID_WLS,Moderna,2021/5/19
OWID_WLS,Oxford/AstraZeneca,2021/5/19
OWID_WLS,Pfizer/BioNTech,2021/5/19
OWID_WLS,Moderna,2021/5/20
OWID_WLS,Oxford/AstraZeneca,2021/5/20
OWID_WLS,Pfizer/BioNTech,2021/5/20
OWID_WLS,Moderna,2021/5/21
OWID_WLS,Oxford/AstraZeneca,2021/5/21
OWID_WLS,Pfizer/BioNTech,2021/5/21
OWID_WLS,Moderna,2021/5/22
OWID_WLS,Oxford/AstraZeneca,2021/5/22
OWID_WLS,Pfizer/BioNTech,2021/5/22
OWID_WLS,Moderna,2021/5/23
OWID_WLS,Oxford/AstraZeneca,2021/5/23
OWID_WLS,Pfizer/BioNTech,2021/5/23
OWID_WLS,Moderna,2021/5/24
OWID_WLS,Oxford/AstraZeneca,2021/5/24
OWID_WLS,Pfizer/BioNTech,2021/5/24
OWID_WLS,Moderna,2021/5/25
OWID_WLS,Oxford/AstraZeneca,2021/5/25
OWID_WLS,Pfizer/BioNTech,2021/5/25
OWID_WLS,Moderna,2021/5/26
OWID_WLS,Oxford/AstraZeneca,2021/5/26
OWID_WLS,Pfizer/BioNTech,2021/5/26
OWID_WLS,Moderna,2021/5/27
OWID_WLS,Oxford/AstraZeneca,2021/5/27
OWID_WLS,Pfizer/BioNTech,2021/5/27
OWID_WLS,Moderna,2021/5/28
OWID_WLS,Oxford/AstraZeneca,2021/5/28
OWID_WLS,Pfizer/BioNTech,2021/5/28
OWID_WLS,Moderna,2021/5/29
OWID_WLS,Oxford/AstraZeneca,2021/5/29
OWID_WLS,Pfizer/BioNTech,2021/5/29
OWID_WLS,Moderna,2021/5/30
OWID_WLS,Oxford/AstraZeneca,2021/5/30
OWID_WLS,Pfizer/BioNTech,2021/5/30
OWID_WLS,Moderna,2021/5/31
OWID_WLS,Oxford/AstraZeneca,2021/5/31
OWID_WLS,Pfizer/BioNTech,2021/5/31
OWID_WLS,Moderna,2021/6/1
OWID_WLS,Oxford/AstraZeneca,2021/6/1
OWID_WLS,Pfizer/BioNTech,2021/6/1
OWID_WLS,Moderna,2021/6/2
OWID_WLS,Oxford/AstraZeneca,2021/6/2
OWID_WLS,Pfizer/BioNTech,2021/6/2
OWID_WLS,Moderna,2021/6/3
OWID_WLS,Oxford/AstraZeneca,2021/6/3
OWID_WLS,Pfizer/BioNTech,2021/6/3
OWID_WLS,Moderna,2021/6/4
OWID_WLS,Oxford/AstraZeneca,2021/6/4
OWID_WLS,Pfizer/BioNTech,2021/6/4
OWID_WLS,Moderna,2021/6/5
OWID_WLS,Oxford/AstraZeneca,2021/6/5
OWID_WLS,Pfizer/BioNTech,2021/6/5
OWID_WLS,Moderna,2021/6/6
OWID_WLS,Oxford/AstraZeneca,2021/6/6
OWID_WLS,Pfizer/BioNTech,2021/6/6
OWID_WLS,Moderna,2021/6/7
OWID_WLS,Oxford/AstraZeneca,2021/6/7
OWID_WLS,Pfizer/BioNTech,2021/6/7
OWID_WLS,Moderna,2021/6/8
OWID_WLS,Oxford/AstraZeneca,2021/6/8
OWID_WLS,Pfizer/BioNTech,2021/6/8
OWID_WLS,Moderna,2021/6/9
OWID_WLS,Oxford/AstraZeneca,2021/6/9
OWID_WLS,Pfizer/BioNTech,2021/6/9
OWID_WLS,Moderna,2021/6/10
OWID_WLS,Oxford/AstraZeneca,2021/6/10
OWID_WLS,Pfizer/BioNTech,2021/6/10
OWID_WLS,Moderna,2021/6/11
OWID_WLS,Oxford/AstraZeneca,2021/6/11
OWID_WLS,Pfizer/BioNTech,2021/6/11
OWID_WLS,Moderna,2021/6/12
OWID_WLS,Oxford/AstraZeneca,2021/6/12
OWID_WLS,Pfizer/BioNTech,2021/6/12
OWID_WLS,Moderna,2021/6/13
OWID_WLS,Oxford/AstraZeneca,2021/6/13
OWID_WLS,Pfizer/BioNTech,2021/6/13
OWID_WLS,Moderna,2021/6/14
OWID_WLS,Oxford/AstraZeneca,2021/6/14
OWID_WLS,Pfizer/BioNTech,2021/6/14
OWID_WLS,Moderna,2021/6/15
OWID_WLS,Oxford/AstraZeneca,2021/6/15
OWID_WLS,Pfizer/BioNTech,2021/6/15
OWID_WLS,Moderna,2021/6/16
OWID_WLS,Oxford/AstraZeneca,2021/6/16
OWID_WLS,Pfizer/BioNTech,2021/6/16
OWID_WLS,Moderna,2021/6/17
OWID_WLS,Oxford/AstraZeneca,2021/6/17
OWID_WLS,Pfizer/BioNTech,2021/6/17
OWID_WLS,Moderna,2021/6/18
OWID_WLS,Oxford/AstraZeneca,2021/6/18
OWID_WLS,Pfizer/BioNTech,2021/6/18
OWID_WLS,Moderna,2021/6/19
OWID_WLS,Oxford/AstraZeneca,2021/6/19
OWID_WLS,Pfizer/BioNTech,2021/6/19
OWID_WLS,Moderna,2021/6/20
OWID_WLS,Oxford/AstraZeneca,2021/6/20
OWID_WLS,Pfizer/BioNTech,2021/6/20
OWID_WLS,Moderna,2021/6/21
OWID_WLS,Oxford/AstraZeneca,2021/6/21
OWID_WLS,Pfizer/BioNTech,2021/6/21
OWID_WLS,Moderna,2021/6/22
OWID_WLS,Oxford/AstraZeneca,2021/6/22
OWID_WLS,Pfizer/BioNTech,2021/6/22
OWID_WLS,Moderna,2021/6/23
OWID_WLS,Oxford/AstraZeneca,2021/6/23
OWID_WLS,Pfizer/BioNTech,2021/6/23
OWID_WLS,Moderna,2021/6/24
OWID_WLS,Oxford/AstraZeneca,2021/6/24
OWID_WLS,Pfizer/BioNTech,2021/6/24
OWID_WLS,Moderna,2021/6/25
OWID_WLS,Oxford/AstraZeneca,2021/6/25
OWID_WLS,Pfizer/BioNTech,2021/6/25
OWID_WLS,Moderna,2021/6/26
OWID_WLS,Oxford/AstraZeneca,2021/6/26
OWID_WLS,Pfizer/BioNTech,2021/6/26
OWID_WLS,Moderna,2021/6/27
OWID_WLS,Oxford/AstraZeneca,2021/6/27
OWID_WLS,Pfizer/BioNTech,2021/6/27
OWID_WLS,Moderna,2021/6/28
OWID_WLS,Oxford/AstraZeneca,2021/6/28
OWID_WLS,Pfizer/BioNTech,2021/6/28
OWID_WLS,Moderna,2021/6/29
OWID_WLS,Oxford/AstraZeneca,2021/6/29
OWID_WLS,Pfizer/BioNTech,2021/6/29
OWID_WLS,Moderna,2021/6/30
OWID_WLS,Oxford/AstraZeneca,2021/6/30
OWID_WLS,Pfizer/BioNTech,2021/6/30
OWID_WLS,Moderna,2021/7/1
OWID_WLS,Oxford/AstraZeneca,2021/7/1
OWID_WLS,Pfizer/BioNTech,2021/7/1
OWID_WLS,Moderna,2021/7/2
OWID_WLS,Oxford/AstraZeneca,2021/7/2
OWID_WLS,Pfizer/BioNTech,2021/7/2
OWID_WLS,Moderna,2021/7/3
OWID_WLS,Oxford/AstraZeneca,2021/7/3
OWID_WLS,Pfizer/BioNTech,2021/7/3
OWID_WLS,Moderna,2021/7/4
OWID_WLS,Oxford/AstraZeneca,2021/7/4
OWID_WLS,Pfizer/BioNTech,2021/7/4
OWID_WLS,Moderna,2021/7/5
OWID_WLS,Oxford/AstraZeneca,2021/7/5
OWID_WLS,Pfizer/BioNTech,2021/7/5
OWID_WLS,Moderna,2021/7/6
OWID_WLS,Oxford/AstraZeneca,2021/7/6
OWID_WLS,Pfizer/BioNTech,2021/7/6
OWID_WLS,Moderna,2021/7/7
OWID_WLS,Oxford/AstraZeneca,2021/7/7
OWID_WLS,Pfizer/BioNTech,2021/7/7
OWID_WLS,Moderna,2021/7/8
OWID_WLS,Oxford/AstraZeneca,2021/7/8
OWID_WLS,Pfizer/BioNTech,2021/7/8
OWID_WLS,Moderna,2021/7/9
OWID_WLS,Oxford/AstraZeneca,2021/7/9
OWID_WLS,Pfizer/BioNTech,2021/7/9
OWID_WLS,Moderna,2021/7/10
OWID_WLS,Oxford/AstraZeneca,2021/7/10
OWID_WLS,Pfizer/BioNTech,2021/7/10
OWID_WLS,Moderna,2021/7/11
OWID_WLS,Oxford/AstraZeneca,2021/7/11
OWID_WLS,Pfizer/BioNTech,2021/7/11
OWID_WLS,Moderna,2021/7/12
OWID_WLS,Oxford/AstraZeneca,2021/7/12
OWID_WLS,Pfizer/BioNTech,2021/7/12
OWID_WLS,Moderna,2021/7/13
OWID_WLS,Oxford/AstraZeneca,2021/7/13
OWID_WLS,Pfizer/BioNTech,2021/7/13
OWID_WLS,Moderna,2021/7/14
OWID_WLS,Oxford/AstraZeneca,2021/7/14
OWID_WLS,Pfizer/BioNTech,2021/7/14
OWID_WLS,Moderna,2021/7/15
OWID_WLS,Oxford/AstraZeneca,2021/7/15
OWID_WLS,Pfizer/BioNTech,2021/7/15
OWID_WLS,Moderna,2021/7/16
OWID_WLS,Oxford/AstraZeneca,2021/7/16
OWID_WLS,Pfizer/BioNTech,2021/7/16
OWID_WLS,Moderna,2021/7/17
OWID_WLS,Oxford/AstraZeneca,2021/7/17
OWID_WLS,Pfizer/BioNTech,2021/7/17
OWID_WLS,Moderna,2021/7/18
OWID_WLS,Oxford/AstraZeneca,2021/7/18
OWID_WLS,Pfizer/BioNTech,2021/7/18
OWID_WLS,Moderna,2021/7/19
OWID_WLS,Oxford/AstraZeneca,2021/7/19
OWID_WLS,Pfizer/BioNTech,2021/7/19
OWID_WLS,Moderna,2021/7/20
OWID_WLS,Oxford/AstraZeneca,2021/7/20
OWID_WLS,Pfizer/BioNTech,2021/7/20
OWID_WLS,Moderna,2021/7/21
OWID_WLS,Oxford/AstraZeneca,2021/7/21
OWID_WLS,Pfizer/BioNTech,2021/7/21
OWID_WLS,Moderna,2021/7/22
OWID_WLS,Oxford/AstraZeneca,2021/7/22
OWID_WLS,Pfizer/BioNTech,2021/7/22
OWID_WLS,Moderna,2021/7/23
OWID_WLS,Oxford/AstraZeneca,2021/7/23
OWID_WLS,Pfizer/BioNTech,2021/7/23
OWID_WLS,Moderna,2021/7/24
OWID_WLS,Oxford/AstraZeneca,2021/7/24
OWID_WLS,Pfizer/BioNTech,2021/7/24
OWID_WLS,Moderna,2021/7/25
OWID_WLS,Oxford/AstraZeneca,2021/7/25
OWID_WLS,Pfizer/BioNTech,2021/7/25
OWID_WLS,Moderna,2021/7/26
OWID_WLS,Oxford/AstraZeneca,2021/7/26
OWID_WLS,Pfizer/BioNTech,2021/7/26
OWID_WLS,Moderna,2021/7/27
OWID_WLS,Oxford/AstraZeneca,2021/7/27
OWID_WLS,Pfizer/BioNTech,2021/7/27
OWID_WLS,Moderna,2021/7/28
OWID_WLS,Oxford/AstraZeneca,2021/7/28
OWID_WLS,Pfizer/BioNTech,2021/7/28
OWID_WLS,Moderna,2021/7/29
OWID_WLS,Oxford/AstraZeneca,2021/7/29
OWID_WLS,Pfizer/BioNTech,2021/7/29
OWID_WLS,Moderna,2021/7/30
OWID_WLS,Oxford/AstraZeneca,2021/7/30
OWID_WLS,Pfizer/BioNTech,2021/7/30
OWID_WLS,Moderna,2021/7/31
OWID_WLS,Oxford/AstraZeneca,2021/7/31
OWID_WLS,Pfizer/BioNTech,2021/7/31
OWID_WLS,Moderna,2021/8/1
OWID_WLS,Oxford/AstraZeneca,2021/8/1
OWID_WLS,Pfizer/BioNTech,2021/8/1
OWID_WLS,Moderna,2021/8/2
OWID_WLS,Oxford/AstraZeneca,2021/8/2
OWID_WLS,Pfizer/BioNTech,2021/8/2
OWID_WLS,Moderna,2021/8/3
OWID_WLS,Oxford/AstraZeneca,2021/8/3
OWID_WLS,Pfizer/BioNTech,2021/8/3
OWID_WLS,Moderna,2021/8/4
OWID_WLS,Oxford/AstraZeneca,2021/8/4
OWID_WLS,Pfizer/BioNTech,2021/8/4
OWID_WLS,Moderna,2021/8/5
OWID_WLS,Oxford/AstraZeneca,2021/8/5
OWID_WLS,Pfizer/BioNTech,2021/8/5
OWID_WLS,Moderna,2021/8/6
OWID_WLS,Oxford/AstraZeneca,2021/8/6
OWID_WLS,Pfizer/BioNTech,2021/8/6
OWID_WLS,Moderna,2021/8/7
OWID_WLS,Oxford/AstraZeneca,2021/8/7
OWID_WLS,Pfizer/BioNTech,2021/8/7
OWID_WLS,Moderna,2021/8/8
OWID_WLS,Oxford/AstraZeneca,2021/8/8
OWID_WLS,Pfizer/BioNTech,2021/8/8
OWID_WLS,Moderna,2021/8/9
OWID_WLS,Oxford/AstraZeneca,2021/8/9
OWID_WLS,Pfizer/BioNTech,2021/8/9
OWID_WLS,Moderna,2021/8/10
OWID_WLS,Oxford/AstraZeneca,2021/8/10
OWID_WLS,Pfizer/BioNTech,2021/8/10
OWID_WLS,Moderna,2021/8/11
OWID_WLS,Oxford/AstraZeneca,2021/8/11
OWID_WLS,Pfizer/BioNTech,2021/8/11
OWID_WLS,Moderna,2021/8/12
OWID_WLS,Oxford/AstraZeneca,2021/8/12
OWID_WLS,Pfizer/BioNTech,2021/8/12
OWID_WLS,Moderna,2021/8/13
OWID_WLS,Oxford/AstraZeneca,2021/8/13
OWID_WLS,Pfizer/BioNTech,2021/8/13
OWID_WLS,Moderna,2021/8/14
OWID_WLS,Oxford/AstraZeneca,2021/8/14
OWID_WLS,Pfizer/BioNTech,2021/8/14
OWID_WLS,Moderna,2021/8/15
OWID_WLS,Oxford/AstraZeneca,2021/8/15
OWID_WLS,Pfizer/BioNTech,2021/8/15
OWID_WLS,Moderna,2021/8/16
OWID_WLS,Oxford/AstraZeneca,2021/8/16
OWID_WLS,Pfizer/BioNTech,2021/8/16
OWID_WLS,Moderna,2021/8/17
OWID_WLS,Oxford/AstraZeneca,2021/8/17
OWID_WLS,Pfizer/BioNTech,2021/8/17
OWID_WLS,Moderna,2021/8/18
OWID_WLS,Oxford/AstraZeneca,2021/8/18
OWID_WLS,Pfizer/BioNTech,2021/8/18
OWID_WLS,Moderna,2021/8/19
OWID_WLS,Oxford/AstraZeneca,2021/8/19
OWID_WLS,Pfizer/BioNTech,2021/8/19
OWID_WLS,Moderna,2021/8/20
OWID_WLS,Oxford/AstraZeneca,2021/8/20
OWID_WLS,Pfizer/BioNTech,2021/8/20
OWID_WLS,Moderna,2021/8/21
OWID_WLS,Oxford/AstraZeneca,2021/8/21
OWID_WLS,Pfizer/BioNTech,2021/8/21
OWID_WLS,Moderna,2021/8/22
OWID_WLS,Oxford/AstraZeneca,2021/8/22
OWID_WLS,Pfizer/BioNTech,2021/8/22
OWID_WLS,Moderna,2021/8/23
OWID_WLS,Oxford/AstraZeneca,2021/8/23
OWID_WLS,Pfizer/BioNTech,2021/8/23
OWID_WLS,Moderna,2021/8/24
OWID_WLS,Oxford/AstraZeneca,2021/8/24
OWID_WLS,Pfizer/BioNTech,2021/8/24
OWID_WLS,Moderna,2021/8/25
OWID_WLS,Oxford/AstraZeneca,2021/8/25
OWID_WLS,Pfizer/BioNTech,2021/8/25
OWID_WLS,Moderna,2021/8/26
OWID_WLS,Oxford/AstraZeneca,2021/8/26
OWID_WLS,Pfizer/BioNTech,2021/8/26
OWID_WLS,Moderna,2021/8/27
OWID_WLS,Oxford/AstraZeneca,2021/8/27
OWID_WLS,Pfizer/BioNTech,2021/8/27
OWID_WLS,Moderna,2021/8/28
OWID_WLS,Oxford/AstraZeneca,2021/8/28
OWID_WLS,Pfizer/BioNTech,2021/8/28
OWID_WLS,Moderna,2021/8/29
OWID_WLS,Oxford/AstraZeneca,2021/8/29
OWID_WLS,Pfizer/BioNTech,2021/8/29
OWID_WLS,Moderna,2021/8/30
OWID_WLS,Oxford/AstraZeneca,2021/8/30
OWID_WLS,Pfizer/BioNTech,2021/8/30
OWID_WLS,Moderna,2021/8/31
OWID_WLS,Oxford/AstraZeneca,2021/8/31
OWID_WLS,Pfizer/BioNTech,2021/8/31
OWID_WLS,Moderna,2021/9/1
OWID_WLS,Oxford/AstraZeneca,2021/9/1
OWID_WLS,Pfizer/BioNTech,2021/9/1
OWID_WLS,Moderna,2021/9/2
OWID_WLS,Oxford/AstraZeneca,2021/9/2
OWID_WLS,Pfizer/BioNTech,2021/9/2
OWID_WLS,Moderna,2021/9/3
OWID_WLS,Oxford/AstraZeneca,2021/9/3
